car_name,yr_mfr,fuel_type,kms_run,city,body_type,transmission,total_owners,original_price,warranty_avail,sale_price
maruti s cross,2017,diesel,27564,mumbai,suv,manual,1,732295,FALSE,718099
honda city,2017,petrol,18494,mumbai,sedan,manual,1,880871,FALSE,856899
honda city,2018,petrol,14943,mumbai,sedan,manual,1,933995,FALSE,898899
volkswagen polo,2017,petrol,26041,mumbai,hatchback,automatic,1,807299,FALSE,807199
hyundai grand i10,2015,petrol,34885,mumbai,hatchback,manual,1,469499,FALSE,469299
maruti ertiga,2016,diesel,50815,mumbai,suv,manual,2,793198,FALSE,747499
maruti ertiga,2014,petrol & cng,59517,mumbai,suv,manual,2,549361,FALSE,536599
maruti dzire,2017,diesel,15738,mumbai,sedan,manual,1,771618,FALSE,734999
toyota innova,2012,diesel,123544,mumbai,suv,manual,3,663491,FALSE,657199
maruti ciaz,2016,petrol,50656,mumbai,sedan,manual,1,585599,FALSE,585399
honda wr-v,2018,petrol,17665,mumbai,suv,manual,1,806251,FALSE,771899
honda amaze,2014,petrol,56134,mumbai,sedan,manual,2,421999,FALSE,421899
maruti ertiga,2016,diesel,30894,mumbai,suv,manual,1,816593,FALSE,783499
maruti ertiga,2017,petrol,28262,mumbai,suv,manual,1,673799,FALSE,668499
volkswagen ameo,2016,diesel,39923,mumbai,sedan,automatic,2,619499,FALSE,619299
honda jazz,2016,petrol,48265,mumbai,hatchback,automatic,1,563799,FALSE,563699
maruti ertiga,2013,diesel,90511,mumbai,suv,manual,2,562399,FALSE,562299
maruti ertiga,2014,diesel,58319,mumbai,suv,manual,1,642199,FALSE,642099
mahindra xuv500,2015,diesel,57504,mumbai,luxury suv,manual,1,877443,FALSE,845999
hyundai creta,2017,petrol,26547,mumbai,suv,manual,2,794899,FALSE,794599
hyundai i10,2009,petrol,49357,mumbai,hatchback,manual,2,198399,FALSE,193499
maruti baleno,2018,petrol,32336,mumbai,hatchback,manual,1,585097,FALSE,570299
hyundai verna,2018,diesel,8728,mumbai,sedan,manual,1,1071500,FALSE,1042621
hyundai i20,2011,petrol,53950,mumbai,hatchback,manual,1,306099,FALSE,305899
toyota innova,2010,diesel,64387,mumbai,suv,manual,1,596099,FALSE,595899
hyundai i20,2009,diesel,72479,mumbai,hatchback,manual,2,227499,FALSE,225899
maruti ertiga,2016,diesel,58796,mumbai,suv,manual,1,784999,FALSE,764499
maruti vitara brezza,2017,diesel,47447,mumbai,suv,manual,1,765514,FALSE,746299
honda city,2016,petrol,30191,mumbai,sedan,manual,1,748720,FALSE,704199
maruti swift,2008,diesel,108344,mumbai,hatchback,manual,2,208662,FALSE,198699
maruti celerio,2014,petrol & cng,58530,mumbai,hatchback,manual,1,396499,FALSE,396299
maruti vitara brezza,2018,diesel,16351,mumbai,suv,manual,1,948696,FALSE,929799
toyota innova,2009,diesel,96460,mumbai,suv,manual,1,496384,FALSE,434299
maruti alto 800,2016,petrol & cng,47866,mumbai,hatchback,manual,1,309799,FALSE,304399
toyota innova,2012,diesel,41669,mumbai,suv,manual,1,827967,FALSE,812499
hyundai verna,2012,diesel,101815,mumbai,sedan,manual,2,420099,FALSE,419999
mahindra xuv500,2015,diesel,70558,mumbai,luxury suv,manual,1,864699,FALSE,856799
bmw x1,2011,diesel,35626,mumbai,luxury suv,automatic,2,801199,FALSE,801099
hyundai i20,2012,petrol,71595,mumbai,hatchback,manual,1,347699,FALSE,344699
maruti ertiga,2017,diesel,25104,mumbai,suv,manual,1,850500,FALSE,811499
hyundai verna,2013,diesel,65671,mumbai,sedan,automatic,2,482099,FALSE,481799
hyundai i20,2010,petrol,58651,mumbai,hatchback,manual,2,289999,FALSE,289899
maruti alto 800,2014,petrol & cng,57926,mumbai,hatchback,manual,1,282099,FALSE,281899
jeep compass,2018,diesel,34088,mumbai,luxury suv,manual,2,1538378,FALSE,1470659
jeep compass,2017,diesel,28310,mumbai,luxury suv,manual,1,1389250,FALSE,1339561
honda city,2009,petrol,96796,mumbai,sedan,automatic,3,248399,FALSE,248199
maruti swift,2009,petrol,70751,mumbai,hatchback,manual,2,214599,FALSE,214499
toyota fortuner,2017,diesel,45112,mumbai,luxury suv,manual,1,2681500,FALSE,2558429
toyota innova crysta,2019,diesel,11445,mumbai,suv,manual,1,2092634,FALSE,1996263
hyundai i20,2011,diesel,93484,mumbai,hatchback,manual,1,256199,FALSE,256099
honda wr-v,2017,diesel,65355,mumbai,suv,manual,1,768937,FALSE,728599
maruti alto 800,2014,petrol & cng,64504,mumbai,hatchback,manual,1,271499,FALSE,264599
mercedes benz c class,2012,diesel,45939,mumbai,luxury sedan,manual,3,894299,FALSE,883499
toyota innova crysta,2016,diesel,35413,mumbai,suv,automatic,1,1781739,FALSE,1781537
honda city,2010,petrol,82209,mumbai,sedan,manual,1,306899,FALSE,301199
maruti zen estilo,2010,petrol,80533,mumbai,hatchback,manual,2,186399,FALSE,178299
ford ecosport,2015,petrol,90966,mumbai,suv,manual,2,489426,FALSE,488899
toyota etios,2013,diesel,74221,mumbai,sedan,manual,1,414599,FALSE,403799
honda city,2014,petrol,75991,mumbai,sedan,automatic,1,539034,FALSE,526399
hyundai creta,2017,petrol,53994,mumbai,suv,automatic,1,1028205,FALSE,974599
maruti vitara brezza,2016,diesel,51377,mumbai,suv,manual,1,857368,FALSE,835299
honda amaze,2016,diesel,67740,mumbai,sedan,manual,1,441500,FALSE,429499
maruti swift,2011,diesel,89656,mumbai,hatchback,manual,1,376699,FALSE,373299
maruti ertiga,2018,petrol & cng,63405,mumbai,suv,manual,1,804799,FALSE,801399
maruti swift dzire,2012,diesel,81886,mumbai,sedan,manual,1,458540,FALSE,450899
maruti vitara brezza,2017,diesel,47948,mumbai,suv,manual,1,777245,FALSE,740599
maruti vitara brezza,2016,diesel,43994,mumbai,suv,manual,1,707245,FALSE,698299
bmw x1,2011,diesel,71879,mumbai,luxury suv,automatic,2,829204,FALSE,820399
hyundai i10,2009,petrol,73977,mumbai,hatchback,manual,2,178399,FALSE,178299
maruti wagon r 1.0,2011,petrol & cng,89904,mumbai,hatchback,manual,1,268999,FALSE,265799
toyota innova crysta,2017,diesel,54730,mumbai,suv,automatic,3,1733949,FALSE,1644682
maruti ertiga,2016,diesel,57892,mumbai,suv,manual,1,782401,FALSE,744999
toyota innova crysta,2019,diesel,22239,mumbai,suv,automatic,1,2056500,FALSE,1952126
maruti ciaz,2015,petrol,78126,mumbai,sedan,manual,1,525257,FALSE,522299
toyota corolla altis,2017,petrol,34304,mumbai,luxury sedan,automatic,2,1196141,FALSE,1195939
volkswagen polo,2015,petrol,78669,mumbai,hatchback,automatic,1,533242,FALSE,522099
maruti dzire,2017,diesel,60178,mumbai,sedan,manual,1,723922,FALSE,685199
volkswagen polo,2015,petrol,78792,mumbai,hatchback,automatic,1,516276,FALSE,509599
maruti ertiga,2014,petrol & cng,84139,mumbai,suv,manual,1,575426,FALSE,573299
mahindra xylo,2018,diesel,49616,mumbai,suv,manual,1,689000,FALSE,678599
maruti dzire,2017,diesel,62261,mumbai,sedan,manual,1,715909,FALSE,694199
mahindra xuv500,2014,diesel,79433,mumbai,luxury suv,manual,2,720471,FALSE,693899
maruti ertiga,2018,diesel,52554,mumbai,suv,manual,1,977956,FALSE,924799
maruti ertiga,2014,petrol & cng,94065,mumbai,suv,manual,1,556508,FALSE,546099
skoda rapid,2014,diesel,110787,mumbai,sedan,manual,1,481669,FALSE,402099
maruti ertiga,2015,diesel,92596,mumbai,suv,manual,1,654079,FALSE,644799
hyundai creta,2016,petrol,65599,mumbai,suv,automatic,1,907899,FALSE,907799
skoda superb,2010,petrol,85643,mumbai,luxury sedan,automatic,2,349299,FALSE,349199
toyota innova,2015,diesel,150202,mumbai,suv,manual,1,1033500,FALSE,989899
hyundai i10,2012,petrol,92056,mumbai,hatchback,manual,1,252699,FALSE,250599
hyundai i20,2011,diesel,105739,mumbai,hatchback,manual,1,274299,FALSE,274099
maruti swift,2018,diesel,50225,mumbai,hatchback,automatic,1,733477,FALSE,712499
honda city,2016,petrol,95357,mumbai,sedan,automatic,1,731745,FALSE,690599
maruti ciaz,2016,diesel,82646,mumbai,sedan,manual,1,623641,FALSE,617499
honda amaze,2013,diesel,118191,mumbai,sedan,manual,1,400999,FALSE,400899
maruti vitara brezza,2018,diesel,64083,mumbai,suv,manual,1,799399,FALSE,799199
honda city,2009,petrol,148906,mumbai,sedan,manual,2,235340,FALSE,225999
maruti swift,2012,diesel,107710,mumbai,hatchback,manual,1,354999,FALSE,354899
maruti wagon r 1.0,2011,petrol & cng,98542,mumbai,hatchback,manual,1,267199,FALSE,264899
honda jazz,2009,petrol,94123,mumbai,hatchback,manual,3,209199,FALSE,208999
honda accord,2009,petrol,88662,mumbai,sedan,automatic,3,338099,FALSE,337899
maruti ertiga,2016,diesel,88230,mumbai,suv,manual,1,759090,FALSE,735899
chevrolet cruze,2012,diesel,81058,mumbai,luxury sedan,automatic,2,400899,FALSE,397199
honda jazz,2016,petrol,87453,mumbai,hatchback,automatic,1,571247,FALSE,566799
honda amaze,2013,diesel,102171,mumbai,sedan,manual,2,361799,FALSE,361599
mahindra xuv500,2014,diesel,85129,mumbai,luxury suv,manual,2,695999,FALSE,695899
bmw x1,2016,diesel,24476,mumbai,luxury suv,automatic,3,1864499,FALSE,1793758
maruti ciaz,2014,diesel,136749,mumbai,sedan,manual,1,535801,FALSE,531099
mahindra scorpio,2014,diesel,78013,mumbai,suv,manual,2,840382,FALSE,822099
maruti baleno,2017,petrol,79442,mumbai,hatchback,manual,1,572699,FALSE,572599
maruti ertiga,2016,diesel,104898,mumbai,suv,manual,1,745590,FALSE,732699
maruti swift dzire,2015,petrol,120714,mumbai,sedan,manual,1,459646,FALSE,454599
honda city,2010,petrol,130339,mumbai,sedan,manual,1,331199,FALSE,322899
audi a6,2012,diesel,75728,mumbai,luxury sedan,automatic,2,1142271,FALSE,1092616
maruti swift dzire,2013,diesel,125310,mumbai,sedan,manual,1,445050,FALSE,432699
mercedes benz e class,2011,diesel,77257,mumbai,luxury sedan,manual,2,1077345,FALSE,1063326
bmw x1,2011,diesel,107932,mumbai,luxury suv,automatic,1,794699,FALSE,794599
toyota innova,2015,diesel,88998,mumbai,suv,manual,3,1022520,FALSE,995999
honda amaze,2014,petrol,146858,mumbai,sedan,manual,1,432899,FALSE,427499
toyota innova,2015,diesel,165870,mumbai,suv,manual,1,960246,FALSE,949699
volkswagen vento,2016,diesel,123078,mumbai,sedan,automatic,1,663559,FALSE,662099
toyota innova,2014,diesel,88484,mumbai,suv,manual,1,1057266,FALSE,1057165
hyundai i20,2009,petrol,120578,mumbai,hatchback,manual,2,242999,FALSE,239099
honda city,2010,petrol,172533,mumbai,sedan,manual,3,275899,FALSE,275699
toyota etios liva,2013,diesel,125436,mumbai,hatchback,manual,3,313499,FALSE,313399
hyundai verna,2013,diesel,184523,mumbai,sedan,manual,1,428699,FALSE,428599
toyota innova,2009,diesel,182019,mumbai,suv,manual,2,508099,FALSE,507999
bmw 5 series,2011,diesel,104673,mumbai,luxury sedan,automatic,2,1066871,FALSE,1021714
maruti baleno,2016,diesel,162864,mumbai,hatchback,manual,1,543915,FALSE,536499
bmw x3,2012,diesel,128310,mumbai,luxury sedan,automatic,3,1359521,FALSE,1352085
maruti swift,2012,petrol,27912,mumbai,hatchback,manual,1,371355,FALSE,333699
mahindra xuv500,2015,diesel,155655,mumbai,luxury suv,manual,1,740899,FALSE,740699
toyota innova crysta,2017,diesel,152809,mumbai,suv,manual,1,1542577,FALSE,1513079
ford ecosport,2014,diesel,131741,mumbai,suv,manual,1,479999,FALSE,475899
maruti alto k10,2012,petrol,21023,mumbai,hatchback,manual,2,191550,FALSE,160199
renault kwid,2017,petrol,8327,mumbai,hatchback,automatic,1,375410,FALSE,372799
maruti alto k10,2011,petrol,19732,mumbai,hatchback,manual,1,171487,FALSE,150099
hyundai xcent,2014,petrol,17108,mumbai,sedan,manual,1,460065,FALSE,453599
maruti swift,2013,diesel,30689,mumbai,hatchback,manual,1,526030,TRUE,435099
hyundai elite i20,2016,petrol,23231,mumbai,hatchback,manual,1,530882,FALSE,529799
maruti wagon r 1.0,2011,petrol,48546,mumbai,hatchback,manual,2,251840,FALSE,218999
hyundai i10,2014,petrol,19951,mumbai,hatchback,manual,1,373589,FALSE,310899
maruti swift,2007,petrol,48448,mumbai,hatchback,manual,2,183700,FALSE,145599
hyundai elite i20,2016,petrol,20767,mumbai,hatchback,manual,1,558599,FALSE,555599
honda brio,2014,petrol,1774,mumbai,hatchback,manual,1,433340,FALSE,366899
hyundai grand i10,2017,petrol,2490,mumbai,hatchback,manual,1,466846,FALSE,464599
maruti swift,2012,petrol,40272,mumbai,hatchback,manual,1,402852,FALSE,343099
maruti ritz,2011,petrol,24635,mumbai,hatchback,manual,1,221520,FALSE,192699
hyundai i10,2010,petrol,37186,mumbai,hatchback,manual,2,211153,FALSE,185599
maruti swift,2014,petrol,41140,mumbai,hatchback,manual,1,384610,FALSE,382899
maruti celerio,2015,petrol,42009,mumbai,hatchback,automatic,1,381188,FALSE,377799
maruti swift dzire,2012,petrol,59727,mumbai,sedan,manual,2,358800,FALSE,322699
maruti baleno,2016,petrol,12844,mumbai,hatchback,manual,1,566513,FALSE,564599
maruti wagon r 1.0,2016,petrol,48347,mumbai,hatchback,manual,1,389146,FALSE,353999
maruti wagon r 1.0,2015,petrol,57827,mumbai,hatchback,manual,1,303699,FALSE,303599
honda city,2017,petrol,22018,mumbai,sedan,manual,2,774438,FALSE,665999
maruti wagon r 1.0,2017,petrol,21313,mumbai,hatchback,manual,1,369305,FALSE,366199
hyundai grand i10,2015,petrol,40737,mumbai,hatchback,automatic,1,452575,FALSE,449599
hyundai elite i20,2017,petrol,19113,mumbai,hatchback,manual,1,639313,FALSE,627899
maruti wagon r 1.0,2015,petrol & cng,43781,mumbai,hatchback,manual,1,322321,FALSE,315999
hyundai i20,2013,petrol,57238,mumbai,hatchback,manual,4,333336,FALSE,329099
ford ecosport,2017,petrol,19621,mumbai,suv,manual,2,714547,FALSE,694399
maruti celerio,2016,petrol & cng,49107,mumbai,hatchback,manual,1,400265,FALSE,386499
honda mobilio,2014,petrol,51484,mumbai,suv,manual,1,441003,FALSE,437399
maruti wagon r 1.0,2016,petrol & cng,65990,mumbai,hatchback,manual,2,368648,FALSE,342999
maruti wagon r 1.0,2017,petrol & cng,56328,mumbai,hatchback,manual,1,424237,FALSE,364199
hyundai verna,2018,petrol,13197,mumbai,sedan,automatic,1,1221188,FALSE,1181299
maruti vitara brezza,2016,diesel,24367,mumbai,suv,manual,1,785055,FALSE,717599
honda city,2013,petrol,82437,mumbai,sedan,manual,1,403835,FALSE,392299
maruti ertiga,2018,petrol & cng,34489,mumbai,suv,manual,1,889150,FALSE,785399
maruti swift dzire,2013,diesel,69157,mumbai,sedan,manual,1,541245,FALSE,478899
maruti vitara brezza,2018,diesel,11025,mumbai,suv,automatic,1,924949,FALSE,882099
mahindra scorpio,2017,diesel,23836,mumbai,suv,manual,1,1164000,FALSE,1159377
mahindra bolero,2015,diesel,81346,mumbai,suv,manual,1,611000,FALSE,570899
maruti ciaz,2017,diesel,83592,mumbai,sedan,manual,1,667850,FALSE,650499
mahindra xuv500,2016,diesel,72538,mumbai,luxury suv,manual,1,797432,FALSE,773199
maruti ertiga,2012,diesel,93867,mumbai,suv,manual,2,556418,FALSE,516899
maruti a star,2013,petrol,100561,mumbai,hatchback,automatic,1,230299,FALSE,227299
ford ecosport,2015,diesel,96574,mumbai,suv,manual,1,585476,FALSE,576499
maruti baleno,2017,petrol,66202,mumbai,hatchback,manual,1,624280,FALSE,582099
toyota innova crysta,2017,diesel,183456,mumbai,suv,manual,1,1631395,FALSE,1423997
hyundai i10,2016,petrol,12135,mumbai,hatchback,manual,1,381212,FALSE,378799
honda jazz,2017,petrol,18365,mumbai,hatchback,manual,1,573030,FALSE,563299
maruti alto,2020,petrol & cng,6365,mumbai,hatchback,manual,1,387400,FALSE,379699
honda city,2013,petrol,45750,mumbai,sedan,automatic,2,645000,FALSE,520000
maruti ertiga,2017,diesel,19573,mumbai,suv,manual,1,845435,FALSE,818999
volkswagen jetta,2015,diesel,19318,mumbai,sedan,automatic,1,871529,FALSE,852999
maruti baleno,2019,petrol,5063,mumbai,hatchback,manual,1,755744,FALSE,725699
maruti ciaz,2017,petrol,43192,mumbai,sedan,manual,1,580834,FALSE,574099
maruti dzire,2017,petrol,41902,mumbai,sedan,manual,1,573238,FALSE,562899
maruti wagon r 1.0,2018,petrol & cng,35592,mumbai,hatchback,manual,1,430815,FALSE,417899
maruti ertiga,2019,petrol & cng,29123,mumbai,suv,manual,1,851732,FALSE,820099
volkswagen vento,2014,diesel,96603,mumbai,sedan,automatic,3,419769,FALSE,413899
toyota fortuner,2015,diesel,27905,mumbai,luxury suv,automatic,1,1728650,FALSE,1718599
bmw 3 series,2015,diesel,63181,mumbai,luxury sedan,automatic,2,1592499,FALSE,1547116
ford ecosport,2015,petrol,70795,mumbai,suv,manual,1,493812,FALSE,486899
ssangyong rexton,2013,diesel,90404,mumbai,luxury suv,manual,2,587191,FALSE,565299
toyota fortuner,2017,diesel,91620,mumbai,luxury suv,manual,1,2556897,FALSE,2462277
toyota fortuner,2011,diesel,173347,mumbai,luxury suv,manual,2,916905,FALSE,877099
hyundai eon,2012,petrol,36400,pune,hatchback,manual,1,183452,FALSE,179199
maruti swift,2015,petrol,14864,pune,hatchback,manual,1,468782,FALSE,400099
maruti wagon r 1.0,2016,petrol,8974,pune,hatchback,automatic,1,430500,FALSE,413899
honda brio,2012,petrol,23210,pune,hatchback,manual,1,310470,FALSE,268999
hyundai grand i10,2016,petrol,25338,pune,hatchback,manual,1,555900,FALSE,468499
hyundai elite i20,2018,petrol,15519,pune,hatchback,manual,1,609074,FALSE,608899
hyundai grand i10,2015,petrol,12833,pune,hatchback,manual,1,555900,FALSE,461399
maruti wagon r 1.0,2013,petrol,48362,pune,hatchback,manual,1,362820,FALSE,290999
maruti wagon r 1.0,2017,petrol & cng,28987,pune,hatchback,manual,2,419451,FALSE,414999
hyundai accent,2011,petrol,58344,pune,sedan,manual,1,168723,FALSE,142299
hyundai i10,2013,petrol,8767,pune,hatchback,manual,1,248599,FALSE,248499
maruti wagon r 1.0,2012,petrol,21482,pune,hatchback,manual,2,286999,FALSE,284099
honda amaze,2015,petrol,34994,pune,sedan,manual,1,423899,FALSE,423799
maruti swift,2012,petrol,32628,pune,hatchback,manual,2,383999,FALSE,383899
hyundai i10,2012,petrol,44574,pune,hatchback,manual,2,294447,FALSE,290899
tata tiago,2016,petrol,32014,pune,hatchback,manual,2,405402,FALSE,400699
volkswagen ameo,2016,petrol,9755,pune,sedan,manual,1,520899,FALSE,520799
hyundai grand i10,2016,petrol,30367,pune,hatchback,manual,1,522605,FALSE,430299
hyundai grand i10,2016,petrol,15184,pune,hatchback,manual,1,461988,FALSE,457499
hyundai grand i10,2015,petrol,27404,pune,hatchback,manual,3,450417,FALSE,448399
maruti alto 800,2017,petrol,39459,pune,hatchback,manual,1,342590,TRUE,247199
maruti wagon r stingray,2014,petrol,9296,pune,hatchback,manual,1,380540,FALSE,322699
hyundai grand i10,2015,petrol,49377,pune,hatchback,manual,1,442622,FALSE,351799
maruti wagon r 1.0,2014,petrol,26494,pune,hatchback,manual,1,358443,FALSE,357499
maruti wagon r 1.0,2017,petrol,11077,pune,hatchback,manual,1,415850,FALSE,409799
volkswagen polo,2014,petrol,36709,pune,hatchback,manual,1,474290,FALSE,472799
hyundai grand i10,2016,petrol,5844,pune,hatchback,manual,1,490891,FALSE,482299
hyundai grand i10,2017,petrol,1805,pune,hatchback,manual,1,496489,FALSE,482899
maruti alto 800,2013,petrol,43902,pune,hatchback,manual,1,223314,FALSE,219599
hyundai grand i10,2016,petrol,1139,pune,hatchback,manual,1,494403,FALSE,485699
maruti alto 800,2015,petrol,17753,pune,hatchback,manual,1,240399,FALSE,240299
hyundai elite i20,2016,petrol,25351,pune,hatchback,manual,1,561500,FALSE,547099
honda jazz,2016,petrol,32785,pune,hatchback,automatic,1,590299,FALSE,580399
maruti swift,2014,petrol,16107,pune,hatchback,manual,1,466463,FALSE,466399
maruti swift,2013,petrol,59807,pune,hatchback,manual,1,390866,FALSE,389399
maruti swift,2015,petrol,37260,pune,hatchback,manual,1,425500,FALSE,410799
hyundai i10,2011,petrol,34281,pune,hatchback,manual,1,265699,FALSE,265599
hyundai i10,2010,petrol,60563,pune,hatchback,manual,2,234099,FALSE,230599
hyundai elite i20,2016,petrol,23621,pune,hatchback,manual,1,592999,FALSE,592899
renault kwid,2019,petrol,16902,pune,hatchback,manual,2,356839,FALSE,351199
maruti swift dzire,2015,petrol,49741,pune,sedan,manual,1,497699,FALSE,473699
maruti baleno,2016,petrol,32919,pune,hatchback,manual,1,532395,FALSE,521699
hyundai grand i10,2015,petrol,33435,pune,hatchback,manual,1,471545,FALSE,471399
renault kwid,2018,petrol,22513,pune,hatchback,manual,2,346299,FALSE,346199
maruti alto k10,2015,petrol,7954,pune,hatchback,manual,1,402090,FALSE,324899
maruti baleno,2018,petrol,13677,pune,hatchback,manual,1,664100,FALSE,642399
hyundai i10,2011,petrol,54473,pune,hatchback,automatic,2,329143,FALSE,276499
maruti alto,2009,petrol,24653,pune,hatchback,manual,1,171699,FALSE,164499
maruti swift,2016,petrol,16266,pune,hatchback,manual,1,493044,FALSE,487899
hyundai grand i10,2015,petrol,48057,pune,hatchback,manual,1,396717,FALSE,392699
maruti wagon r 1.0,2014,petrol & cng,66606,pune,hatchback,manual,1,334299,FALSE,326799
maruti wagon r 1.0,2015,petrol,55390,pune,hatchback,manual,1,360021,FALSE,356899
maruti dzire,2017,petrol,30348,pune,sedan,automatic,1,658499,FALSE,658399
renault kwid,2016,petrol,41811,pune,hatchback,manual,1,317699,FALSE,308799
maruti swift,2013,diesel,60422,pune,hatchback,manual,2,414223,FALSE,355599
maruti alto k10,2014,petrol,56479,pune,hatchback,manual,1,261201,FALSE,259399
hyundai i10,2011,petrol,71720,pune,hatchback,manual,2,258100,FALSE,226599
volkswagen ameo,2016,petrol,52907,pune,sedan,manual,1,375099,FALSE,374999
maruti wagon r 1.0,2016,petrol,54988,pune,hatchback,automatic,2,375432,FALSE,373399
volkswagen polo,2016,petrol,45308,pune,hatchback,automatic,1,663675,FALSE,632999
maruti swift,2011,diesel,80805,pune,hatchback,manual,2,401499,FALSE,401399
hyundai elite i20,2016,petrol,65640,pune,hatchback,manual,1,458699,FALSE,458599
maruti alto k10,2010,petrol,75320,pune,hatchback,manual,1,159999,FALSE,155699
jeep compass,2018,diesel,13960,pune,luxury suv,manual,1,1594456,FALSE,1526310
honda amaze,2013,petrol,70832,pune,sedan,manual,2,360258,FALSE,356799
maruti swift dzire,2014,petrol,59950,pune,sedan,manual,1,476299,FALSE,476199
maruti celerio,2014,petrol,66904,pune,hatchback,manual,1,380307,FALSE,375899
maruti baleno,2016,diesel,62876,pune,hatchback,manual,1,639961,FALSE,625399
hyundai i10,2009,petrol,60172,pune,hatchback,manual,3,202499,FALSE,201799
maruti ertiga,2018,diesel,7020,pune,suv,manual,1,903599,FALSE,903499
maruti wagon r,2007,petrol,65402,pune,hatchback,manual,2,127294,FALSE,120199
hyundai xcent,2014,petrol,84803,pune,sedan,manual,1,402902,FALSE,401299
maruti swift dzire,2016,petrol,54503,pune,sedan,manual,1,538146,FALSE,518699
maruti a star,2010,petrol,89700,pune,hatchback,manual,1,180061,FALSE,178899
maruti celerio,2017,petrol,88966,pune,hatchback,automatic,1,392610,FALSE,387099
maruti ertiga,2016,diesel,46478,pune,suv,manual,1,800318,FALSE,774599
ford figo,2011,diesel,82936,pune,hatchback,manual,1,283299,FALSE,283199
maruti alto k10,2010,petrol,75401,pune,hatchback,manual,2,165899,FALSE,165799
maruti dzire,2017,petrol,65919,pune,sedan,manual,1,673360,FALSE,669299
toyota innova,2016,diesel,76252,pune,suv,manual,1,1116349,FALSE,1066255
maruti swift,2011,diesel,91145,pune,hatchback,manual,1,385220,FALSE,380099
hyundai grand i10,2016,petrol,77137,pune,hatchback,manual,1,517925,TRUE,409399
toyota innova crysta,2017,diesel,84193,pune,suv,automatic,2,1737570,FALSE,1645288
hyundai elite i20,2017,petrol,57453,pune,hatchback,manual,2,601347,FALSE,572199
hyundai i20,2009,petrol,116752,pune,hatchback,manual,1,270499,FALSE,266799
volkswagen polo,2013,petrol,87568,pune,hatchback,manual,3,260599,FALSE,260499
maruti alto,2009,petrol,78447,pune,hatchback,manual,1,158699,FALSE,158599
hyundai i20,2011,petrol,93869,pune,hatchback,manual,2,339499,FALSE,339399
tata hexa,2017,diesel,30763,pune,suv,automatic,1,1384156,FALSE,1357640
maruti celerio,2014,petrol,99942,pune,hatchback,manual,1,368832,FALSE,368699
tata hexa,2018,diesel,62957,pune,suv,automatic,1,1283506,FALSE,1283405
maruti baleno,2017,petrol,64886,pune,hatchback,manual,2,540339,FALSE,526399
maruti baleno,2015,petrol,77092,pune,hatchback,manual,1,575620,FALSE,490299
hyundai grand i10,2015,petrol,71225,pune,hatchback,manual,1,441530,FALSE,437499
tata hexa,2018,diesel,27963,pune,suv,automatic,1,1355721,FALSE,1355620
maruti swift,2012,petrol,100481,pune,hatchback,manual,2,321499,TRUE,321399
maruti ertiga,2015,diesel,79830,pune,suv,manual,1,848351,FALSE,709999
maruti swift dzire,2013,diesel,84711,pune,sedan,manual,1,532599,FALSE,532499
toyota corolla altis,2015,petrol,77611,pune,luxury sedan,automatic,2,898051,FALSE,863199
maruti wagon r 1.0,2012,petrol,94879,pune,hatchback,manual,1,313983,FALSE,266499
maruti swift,2009,diesel,123493,pune,hatchback,manual,2,210299,FALSE,208299
toyota innova,2013,diesel,80576,pune,suv,manual,2,831639,FALSE,823999
maruti wagon r 1.0,2011,petrol,117927,pune,hatchback,manual,1,281703,FALSE,225499
maruti swift dzire,2015,petrol,93971,pune,sedan,manual,2,464478,FALSE,459799
hyundai i20,2014,petrol,94847,pune,hatchback,manual,2,379846,FALSE,376499
maruti swift dzire,2011,petrol,125071,pune,sedan,manual,1,308799,FALSE,308699
maruti ertiga,2019,diesel,59858,pune,suv,manual,1,1116657,FALSE,1066053
maruti wagon r 1.0,2014,petrol & cng,96603,pune,hatchback,manual,1,362099,FALSE,361999
skoda rapid,2012,diesel,123831,pune,sedan,manual,1,349799,FALSE,349699
honda wr-v,2018,diesel,79530,pune,suv,manual,1,847495,FALSE,816499
honda wr-v,2018,diesel,77157,pune,suv,manual,1,843444,FALSE,839299
hyundai i10,2010,petrol,105844,pune,hatchback,manual,2,229467,FALSE,227099
maruti swift dzire,2014,diesel,106190,pune,sedan,manual,1,530525,FALSE,519999
volkswagen jetta,2012,diesel,123383,pune,sedan,automatic,2,473899,FALSE,473799
volkswagen vento,2014,diesel,151201,pune,sedan,manual,1,394099,FALSE,393999
maruti swift,2013,diesel,162143,pune,hatchback,manual,2,439026,FALSE,433399
hyundai creta,2016,petrol,111419,pune,suv,automatic,1,1058481,FALSE,1000299
maruti swift,2014,diesel,120062,pune,hatchback,manual,1,505500,FALSE,492999
maruti celerio,2015,petrol & cng,160968,pune,hatchback,manual,1,320899,FALSE,320699
toyota innova,2013,diesel,107995,pune,suv,manual,2,791500,FALSE,772599
maruti ertiga,2016,diesel,130191,pune,suv,manual,1,756009,FALSE,734499
toyota etios,2011,petrol,170425,pune,sedan,manual,1,283883,FALSE,237499
mercedes benz cla class,2015,diesel,109092,pune,luxury sedan,manual,2,1801971,FALSE,1784163
skoda octavia,2014,petrol,158960,pune,luxury sedan,automatic,1,851116,FALSE,807399
hyundai elite i20,2014,diesel,169488,pune,hatchback,manual,1,550050,FALSE,495199
